id,country,state,city,station,pollutant_id,last_update,pollutant_min,pollutant_max,pollutant_avg
1123,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",PM2.5,21-10-2021 01:00,41,77,61
1128,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",PM2.5,21-10-2021 01:00,46,121,70
1134,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",PM2.5,21-10-2021 01:00,43,73,56
1140,India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",PM2.5,21-10-2021 01:00,36,82,59
1147,India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",PM2.5,21-10-2021 01:00,53,149,85
1154,India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",PM2.5,21-10-2021 01:00,50,187,102
1160,India,Maharashtra,Navi Mumbai,"Sector-19A Nerul, Navi Mumbai - IITM",PM2.5,21-10-2021 01:00,29,115,68
1167,India,Maharashtra,Pune,"Bhosari, Pune - IITM",PM2.5,21-10-2021 01:00,68,162,93
1170,India,Maharashtra,Pune,"Hadapsar, Pune - IITM",PM2.5,21-10-2021 01:00,19,136,47
1175,India,Maharashtra,Pune,"Karve Road, Pune - MPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1181,India,Maharashtra,Pune,"MIT-Kothrud, Pune - IITM",PM2.5,21-10-2021 01:00,28,62,45
1186,India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",PM2.5,21-10-2021 01:00,61,301,141
1198,India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1204,India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1211,India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB",PM2.5,21-10-2021 01:00,3,60,26
1224,India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",PM2.5,21-10-2021 01:00,8,171,84
1231,India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",PM2.5,21-10-2021 01:00,31,208,63
1238,India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",PM2.5,21-10-2021 01:00,21,286,162
1245,India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",PM2.5,21-10-2021 01:00,31,83,56
1250,India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",PM2.5,21-10-2021 01:00,74,341,206
1257,India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",PM2.5,21-10-2021 01:00,57,320,241
1264,India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",PM2.5,21-10-2021 01:00,50,239,152
1271,India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",PM2.5,21-10-2021 01:00,21,371,163
1278,India,Punjab,Patiala,"Model Town, Patiala - PPCB",PM2.5,21-10-2021 01:00,63,187,136
1289,India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",PM2.5,21-10-2021 01:00,38,327,131
1296,India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",PM2.5,21-10-2021 01:00,50,89,65
1303,India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",PM2.5,21-10-2021 01:00,24,360,223
1310,India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",PM2.5,21-10-2021 01:00,49,328,133
1317,India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",PM2.5,21-10-2021 01:00,72,332,192
1324,India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",PM2.5,21-10-2021 01:00,44,291,98
1331,India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",PM2.5,21-10-2021 01:00,50,281,132
1337,India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",PM2.5,21-10-2021 01:00,53,141,75
1344,India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",PM2.5,21-10-2021 01:00,9,277,111
1351,India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",PM2.5,21-10-2021 01:00,57,196,94
1358,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",PM2.5,21-10-2021 01:00,45,72,62
1365,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",PM2.5,21-10-2021 01:00,52,148,84
1368,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",PM2.5,21-10-2021 01:00,86,175,117
1375,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",PM2.5,21-10-2021 01:00,40,91,65
1382,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",PM2.5,21-10-2021 01:00,48,94,65
1389,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",PM2.5,21-10-2021 01:00,45,148,75
1395,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",PM2.5,21-10-2021 01:00,11,65,32
1402,India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",PM2.5,21-10-2021 01:00,70,321,166
1412,India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1419,India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,43,128,83
1426,India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,47,179,106
1433,India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,71,185,138
1440,India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,58,238,141
1445,India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",PM2.5,21-10-2021 01:00,68,178,124
1452,India,Tripura,Agartala,"Kunjaban, Agartala - Tripura SPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1459,India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",PM2.5,21-10-2021 01:00,44,346,180
1466,India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",PM2.5,21-10-2021 01:00,48,386,199
1472,India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",PM2.5,21-10-2021 01:00,68,459,240
1479,India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",PM2.5,21-10-2021 01:00,62,314,189
1486,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",PM2.5,21-10-2021 01:00,58,347,179
1493,India,Uttar_Pradesh,Baghpat,"New Collectorate, Baghpat - UPPCB",PM2.5,21-10-2021 01:00,84,310,204
1500,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",PM2.5,21-10-2021 01:00,74,316,218
1507,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",PM2.5,21-10-2021 01:00,65,353,173
1514,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",PM2.5,21-10-2021 01:00,87,393,195
1521,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",PM2.5,21-10-2021 01:00,118,433,270
1528,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",PM2.5,21-10-2021 01:00,90,363,259
1535,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",PM2.5,21-10-2021 01:00,102,335,215
1542,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",PM2.5,21-10-2021 01:00,42,270,132
1549,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1556,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",PM2.5,21-10-2021 01:00,65,308,178
1563,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",PM2.5,21-10-2021 01:00,90,361,236
1570,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",PM2.5,21-10-2021 01:00,49,92,70
1577,India,Uttar_Pradesh,Kanpur,"IITK, Kanpur - IITK",PM2.5,21-10-2021 01:00,31,244,107
1580,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",PM2.5,21-10-2021 01:00,72,151,94
1587,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",PM2.5,21-10-2021 01:00,92,378,229
1592,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",PM2.5,21-10-2021 01:00,64,144,93
1599,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",PM2.5,21-10-2021 01:00,86,214,128
1606,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",PM2.5,21-10-2021 01:00,102,317,240
1612,India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",PM2.5,21-10-2021 01:00,121,272,169
1619,India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",PM2.5,21-10-2021 01:00,82,209,153
1626,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",PM2.5,21-10-2021 01:00,18,287,145
1633,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",PM2.5,21-10-2021 01:00,115,340,250
1639,India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",PM2.5,21-10-2021 01:00,105,330,258
1646,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",PM2.5,21-10-2021 01:00,153,362,280
1653,India,Uttar_Pradesh,Moradabad,"Lajpat Nagar, Moradabad - UPPCB",PM2.5,21-10-2021 01:00,182,392,308
1660,India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",PM2.5,21-10-2021 01:00,93,469,284
1667,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",PM2.5,21-10-2021 01:00,55,324,176
1674,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",PM2.5,21-10-2021 01:00,73,313,158
1679,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",PM2.5,21-10-2021 01:00,72,322,176
1686,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",PM2.5,21-10-2021 01:00,65,315,170
1693,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",PM2.5,21-10-2021 01:00,49,301,91
1700,India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",PM2.5,21-10-2021 01:00,41,101,58
1707,India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",PM2.5,21-10-2021 01:00,53,218,90
1714,India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",PM2.5,21-10-2021 01:00,41,88,57
1720,India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",PM2.5,21-10-2021 01:00,28,70,44
1727,India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",PM2.5,21-10-2021 01:00,20,55,32
1734,India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",PM2.5,21-10-2021 01:00,32,65,47
1741,India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",PM2.5,21-10-2021 01:00,81,339,208
1748,India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1755,India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1760,India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",PM2.5,21-10-2021 01:00,18,85,47
1767,India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",PM2.5,21-10-2021 01:00,45,125,70
1774,India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",PM2.5,21-10-2021 01:00,51,300,123
1781,India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",PM2.5,21-10-2021 01:00,26,85,57
1788,India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,36,86,67
1795,India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,55,210,131
1802,India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1809,India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,48,144,91
1816,India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,NA,NA,NA
1823,India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,32,69,51
1830,India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",PM2.5,21-10-2021 01:00,28,75,54
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",SO2,21-10-2021 01:00,16,42,27
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",SO2,21-10-2021 01:00,1,9,5
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",SO2,21-10-2021 01:00,4,10,7
26,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",SO2,21-10-2021 01:00,2,15,10
32,India,Assam,Guwahati,"Pan Bazaar, Guwahati - APCB",SO2,21-10-2021 01:00,82,101,88
39,India,Assam,Guwahati,"Railway Colony, Guwahati - APCB",SO2,21-10-2021 01:00,37,40,38
44,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",SO2,21-10-2021 01:00,13,17,15
51,India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",SO2,21-10-2021 01:00,1,6,3
58,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",SO2,21-10-2021 01:00,2,11,7
65,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",SO2,21-10-2021 01:00,1,106,10
70,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",SO2,21-10-2021 01:00,4,12,8
77,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",SO2,21-10-2021 01:00,4,5,4
84,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",SO2,21-10-2021 01:00,8,24,16
91,India,Bihar,Patna,"Muradpur, Patna - BSPCB",SO2,21-10-2021 01:00,5,10,8
98,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",SO2,21-10-2021 01:00,1,6,3
105,India,Bihar,Patna,"Samanpura, Patna - BSPCB",SO2,21-10-2021 01:00,2,13,6
112,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",SO2,21-10-2021 01:00,7,35,15
119,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",SO2,21-10-2021 01:00,2,11,6
125,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",SO2,21-10-2021 01:00,9,15,12
131,India,Delhi,Delhi,"Alipur, Delhi - DPCC",SO2,21-10-2021 01:00,6,15,9
138,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",SO2,21-10-2021 01:00,15,33,24
145,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",SO2,21-10-2021 01:00,12,38,25
157,India,Delhi,Delhi,"Bawana, Delhi - DPCC",SO2,21-10-2021 01:00,4,16,5
169,India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",SO2,21-10-2021 01:00,6,22,11
176,India,Delhi,Delhi,"DTU, Delhi - CPCB",SO2,21-10-2021 01:00,6,8,7
183,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",SO2,21-10-2021 01:00,5,11,8
190,India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",SO2,21-10-2021 01:00,1,8,4
202,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",SO2,21-10-2021 01:00,5,21,13
208,India,Delhi,Delhi,"ITO, Delhi - CPCB",SO2,21-10-2021 01:00,6,19,12
220,India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",SO2,21-10-2021 01:00,1,23,10
227,India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",SO2,21-10-2021 01:00,3,3,4
239,India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",SO2,21-10-2021 01:00,4,8,6
246,India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",SO2,21-10-2021 01:00,4,38,22
253,India,Delhi,Delhi,"Mundka, Delhi - DPCC",SO2,21-10-2021 01:00,27,60,39
260,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",SO2,21-10-2021 01:00,1,28,10
267,India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",SO2,21-10-2021 01:00,1,6,3
274,India,Delhi,Delhi,"Narela, Delhi - DPCC",SO2,21-10-2021 01:00,8,58,18
281,India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",SO2,21-10-2021 01:00,4,19,11
293,India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",SO2,21-10-2021 01:00,4,17,11
300,India,Delhi,Delhi,"Patparganj, Delhi - DPCC",SO2,21-10-2021 01:00,6,25,12
307,India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",SO2,21-10-2021 01:00,19,40,28
314,India,Delhi,Delhi,"Pusa, Delhi - DPCC",SO2,21-10-2021 01:00,1,11,7
326,India,Delhi,Delhi,"R K Puram, Delhi - DPCC",SO2,21-10-2021 01:00,1,36,10
333,India,Delhi,Delhi,"Rohini, Delhi - DPCC",SO2,21-10-2021 01:00,2,21,6
340,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",SO2,21-10-2021 01:00,2,16,7
347,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",SO2,21-10-2021 01:00,11,18,14
354,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",SO2,21-10-2021 01:00,4,17,9
361,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",SO2,21-10-2021 01:00,4,8,6
368,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",SO2,21-10-2021 01:00,1,3,2
375,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",SO2,21-10-2021 01:00,1,7,5
381,India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",SO2,21-10-2021 01:00,3,14,8
387,India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",SO2,21-10-2021 01:00,46,76,60
392,India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",SO2,21-10-2021 01:00,4,9,7
398,India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",SO2,21-10-2021 01:00,11,12,11
405,India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",SO2,21-10-2021 01:00,6,11,7
412,India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",SO2,21-10-2021 01:00,3,3,3
419,India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",SO2,21-10-2021 01:00,30,95,56
426,India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",SO2,21-10-2021 01:00,4,8,5
433,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",SO2,21-10-2021 01:00,1,3,3
440,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",SO2,21-10-2021 01:00,8,12,10
446,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",SO2,21-10-2021 01:00,1,2,2
451,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",SO2,21-10-2021 01:00,21,21,21
457,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",SO2,21-10-2021 01:00,7,32,17
464,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",SO2,21-10-2021 01:00,2,74,14
471,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",SO2,21-10-2021 01:00,8,23,12
478,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",SO2,21-10-2021 01:00,3,27,9
485,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",SO2,21-10-2021 01:00,15,36,20
492,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",SO2,21-10-2021 01:00,4,6,5
499,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",SO2,21-10-2021 01:00,7,25,12
506,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",SO2,21-10-2021 01:00,6,7,6
513,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",SO2,21-10-2021 01:00,1,4,2
520,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",SO2,21-10-2021 01:00,7,11,9
525,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",SO2,21-10-2021 01:00,19,39,28
532,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",SO2,21-10-2021 01:00,12,23,18
544,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",SO2,21-10-2021 01:00,1,7,4
551,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",SO2,21-10-2021 01:00,2,5,4
556,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",SO2,21-10-2021 01:00,NA,NA,NA
563,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",SO2,21-10-2021 01:00,1,16,9
570,India,Haryana,Jind,"Police Lines, Jind - HSPCB",SO2,21-10-2021 01:00,4,86,15
577,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",SO2,21-10-2021 01:00,2,53,14
584,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",SO2,21-10-2021 01:00,11,61,30
591,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",SO2,21-10-2021 01:00,9,36,19
598,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",SO2,21-10-2021 01:00,5,20,16
605,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",SO2,21-10-2021 01:00,4,10,7
612,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",SO2,21-10-2021 01:00,5,6,5
619,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",SO2,21-10-2021 01:00,1,9,7
624,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",SO2,21-10-2021 01:00,1,4,4
631,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",SO2,21-10-2021 01:00,12,28,19
636,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",SO2,21-10-2021 01:00,2,34,9
643,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",SO2,21-10-2021 01:00,9,33,27
650,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",SO2,21-10-2021 01:00,3,7,5
657,India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",SO2,21-10-2021 01:00,1,15,5
664,India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",SO2,21-10-2021 01:00,17,74,21
667,India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",SO2,21-10-2021 01:00,NA,NA,NA
673,India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",SO2,21-10-2021 01:00,6,31,13
680,India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",SO2,21-10-2021 01:00,1,43,16
687,India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",SO2,21-10-2021 01:00,4,6,5
692,India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",SO2,21-10-2021 01:00,10,15,12
698,India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",SO2,21-10-2021 01:00,7,9,8
705,India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",SO2,21-10-2021 01:00,4,8,7
712,India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",SO2,21-10-2021 01:00,3,7,6
718,India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",SO2,21-10-2021 01:00,2,4,2
723,India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",SO2,21-10-2021 01:00,4,31,11
729,India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",SO2,21-10-2021 01:00,5,6,5
736,India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",SO2,21-10-2021 01:00,2,8,4
743,India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",SO2,21-10-2021 01:00,2,5,3
750,India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",SO2,21-10-2021 01:00,1,5,2
757,India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",SO2,21-10-2021 01:00,6,8,7
764,India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",SO2,21-10-2021 01:00,19,26,23
771,India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",SO2,21-10-2021 01:00,4,5,5
783,India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",SO2,21-10-2021 01:00,24,168,69
790,India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",SO2,21-10-2021 01:00,15,25,20
797,India,Karnataka,Manglore,"Kadri, Mangalore - KSPCB",SO2,21-10-2021 01:00,37,39,38
804,India,Karnataka,Medikeri,"Stuart Hill, Madikeri - KSPCB",SO2,21-10-2021 01:00,3,15,12
811,India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",SO2,21-10-2021 01:00,1,19,3
818,India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",SO2,21-10-2021 01:00,7,11,8
825,India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",SO2,21-10-2021 01:00,17,26,21
832,India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",SO2,21-10-2021 01:00,2,7,4
838,India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",SO2,21-10-2021 01:00,4,52,13
845,India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",SO2,21-10-2021 01:00,5,7,5
852,India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",SO2,21-10-2021 01:00,11,121,29
859,India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",SO2,21-10-2021 01:00,NA,NA,NA
866,India,Kerala,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",SO2,21-10-2021 01:00,NA,NA,NA
872,India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",SO2,21-10-2021 01:00,1,3,2
879,India,Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",SO2,21-10-2021 01:00,NA,NA,NA
